	pident
22528	100.0
22529	100.0
22530	100.0
22531	100.0
22532	100.0
22533	100.0
22534	100.0
22535	100.0
22536	100.0
22537	100.0
22538	100.0
22539	100.0
22540	100.0
22541	100.0
22542	100.0
22543	100.0
22544	100.0
22545	100.0
22546	100.0
22547	100.0
22548	100.0
22549	100.0
22550	100.0
22551	100.0
22552	100.0
22553	100.0
22554	100.0
22555	100.0
22556	100.0
22557	100.0
22558	100.0
22559	100.0
22560	100.0
22561	100.0
22562	100.0
22563	100.0
22564	100.0
22565	100.0
22566	100.0
22567	100.0
22568	100.0
22569	100.0
22570	100.0
22571	100.0
22572	100.0
22573	100.0
22574	100.0
22575	100.0
22576	100.0
22577	100.0
22578	100.0
22579	100.0
22580	100.0
22581	100.0
22582	100.0
22583	100.0
22584	100.0
22585	100.0
22586	100.0
22587	100.0
22588	100.0
22589	100.0
22590	100.0
22591	100.0
22592	100.0
22593	100.0
22594	100.0
22595	100.0
22596	100.0
22597	100.0
22598	100.0
22599	100.0
22600	100.0
22601	100.0
22602	100.0
22603	100.0
22604	100.0
22605	100.0
22606	100.0
22607	100.0
22608	100.0
22609	100.0
22610	100.0
22611	100.0
22612	100.0
22613	100.0
22614	100.0
22615	100.0
22616	100.0
22617	100.0
22618	100.0
22619	100.0
22620	100.0
22621	100.0
22622	100.0
22623	100.0
22624	100.0
22625	100.0
22626	100.0
22627	100.0
22628	100.0
22629	100.0
22630	100.0
22631	100.0
22632	100.0
22633	100.0
22634	100.0
22635	100.0
22636	100.0
22637	100.0
22638	100.0
22639	100.0
22640	100.0
22641	100.0
22642	100.0
22643	100.0
22644	100.0
22645	100.0
22646	100.0
22647	100.0
22648	100.0
22649	100.0
22650	100.0
22651	100.0
22652	100.0
22653	100.0
22654	100.0
22655	100.0
22656	100.0
22657	100.0
22658	100.0
22659	100.0
22660	100.0
22661	100.0
22662	100.0
22663	100.0
22664	100.0
22665	100.0
22666	100.0
22667	100.0
22668	100.0
22669	100.0
22670	100.0
22671	100.0
22672	100.0
22673	100.0
22674	100.0
22675	100.0
22676	100.0
22677	100.0
22678	100.0
22679	100.0
22680	100.0
22681	100.0
22682	100.0
22683	100.0
22684	100.0
22685	100.0
22686	100.0
22687	100.0
22688	100.0
22689	100.0
22690	100.0
22691	100.0
22692	100.0
22693	100.0
22694	100.0
22695	100.0
22696	100.0
22697	100.0
22698	100.0
22699	100.0
22700	100.0
22701	100.0
22702	100.0
22703	100.0
22704	100.0
22705	100.0
22706	100.0
22707	100.0
22708	100.0
22709	100.0
22710	100.0
22711	100.0
22712	100.0
22713	100.0
22714	100.0
22715	100.0
22716	100.0
22717	100.0
22718	100.0
22719	100.0
22720	100.0
22721	100.0
22722	100.0
22723	100.0
22724	100.0
22725	100.0
22726	100.0
22727	100.0
22728	100.0
22729	100.0
22730	100.0
22731	100.0
22732	100.0
22733	100.0
22734	100.0
22735	100.0
22736	100.0
22737	100.0
22738	100.0
22739	100.0
22740	100.0
22741	100.0
22742	100.0
22743	100.0
22744	100.0
22745	100.0
22746	100.0
22747	100.0
22748	100.0
22749	100.0
22750	100.0
22751	100.0
22752	100.0
22753	100.0
22754	100.0
22755	100.0
22756	100.0
22757	100.0
22758	100.0
22759	100.0
22760	100.0
22761	100.0
22762	100.0
22763	100.0
22764	100.0
22765	100.0
22766	100.0
22767	100.0
22768	100.0
22769	100.0
22770	100.0
22771	100.0
22772	100.0
22773	100.0
22774	100.0
22775	100.0
22776	100.0
22777	100.0
22778	100.0
22779	100.0
22780	100.0
22781	100.0
22782	100.0
22783	100.0
22784	100.0
22785	100.0
22786	100.0
22787	100.0
22788	100.0
22789	100.0
22790	100.0
22791	100.0
22792	100.0
22793	100.0
22794	100.0
22795	100.0
22796	100.0
22797	100.0
22798	100.0
22799	100.0
22800	100.0
22801	100.0
22802	100.0
22803	100.0
22804	100.0
22805	100.0
22806	100.0
22807	100.0
22808	100.0
22809	100.0
22810	100.0
22811	100.0
22812	100.0
22813	100.0
22814	100.0
22815	100.0
22816	100.0
22817	100.0
22818	100.0
22819	100.0
22820	100.0
22821	100.0
22822	100.0
22823	100.0
22824	100.0
22825	100.0
22826	100.0
22827	100.0
22828	100.0
22829	100.0
22830	100.0
22831	100.0
22832	100.0
22833	100.0
22834	100.0
22835	100.0
22836	100.0
22837	100.0
22838	100.0
22839	100.0
22840	100.0
22841	100.0
22842	100.0
22843	100.0
22844	100.0
22845	100.0
22846	100.0
22847	100.0
22848	100.0
22849	100.0
22850	100.0
22851	100.0
22852	100.0
22853	100.0
22854	100.0
22855	100.0
22856	100.0
22857	100.0
22858	100.0
22859	100.0
22860	100.0
22861	100.0
22862	100.0
22863	100.0
22864	100.0
22865	100.0
22866	100.0
22867	100.0
22868	100.0
22869	100.0
22870	100.0
22871	100.0
22872	100.0
22873	100.0
22874	100.0
22875	100.0
22876	100.0
22877	100.0
22878	100.0
22879	100.0
22880	100.0
22881	100.0
22882	100.0
22883	100.0
22884	100.0
22885	100.0
22886	100.0
22887	100.0
22888	100.0
22889	100.0
22890	100.0
22891	100.0
22892	100.0
22893	100.0
22894	100.0
22895	100.0
22896	100.0
22897	100.0
22898	100.0
22899	100.0
22900	100.0
22901	100.0
22902	100.0
22903	100.0
22904	100.0
22905	100.0
22906	100.0
22907	100.0
22908	100.0
22909	100.0
22910	100.0
22911	100.0
22912	100.0
22913	100.0
22914	100.0
22915	100.0
22916	100.0
22917	100.0
22918	100.0
22919	100.0
22920	100.0
22921	100.0
22922	100.0
22923	100.0
22924	100.0
22925	100.0
22926	100.0
22927	100.0
22928	100.0
22929	100.0
22930	100.0
22931	100.0
22932	100.0
22933	100.0
22934	100.0
22935	100.0
22936	100.0
22937	100.0
22938	100.0
22939	100.0
22940	100.0
22941	100.0
22942	100.0
22943	100.0
22944	100.0
22945	100.0
22946	100.0
22947	100.0
22948	100.0
22949	100.0
22950	100.0
22951	100.0
22952	100.0
22953	100.0
22954	100.0
22955	100.0
22956	100.0
22957	100.0
22958	100.0
22959	100.0
22960	100.0
22961	100.0
22962	100.0
22963	100.0
22964	100.0
22965	100.0
22966	100.0
22967	100.0
22968	100.0
22969	100.0
22970	100.0
22971	100.0
22972	100.0
22973	100.0
22974	100.0
22975	100.0
22976	100.0
22977	100.0
22978	100.0
22979	100.0
22980	100.0
22981	100.0
22982	100.0
22983	100.0
22984	100.0
22985	100.0
22986	100.0
22987	100.0
22988	100.0
22989	100.0
22990	100.0
22991	100.0
22992	100.0
22993	100.0
22994	100.0
22995	100.0
22996	100.0
22997	100.0
22998	100.0
22999	100.0
23000	100.0
23001	100.0
23002	100.0
23003	100.0
23004	100.0
23005	100.0
23006	100.0
23007	100.0
23008	100.0
23009	100.0
23010	100.0
23011	100.0
23012	100.0
23013	100.0
23014	100.0
23015	100.0
23016	100.0
23017	100.0
23018	100.0
23019	100.0
23020	100.0
23021	100.0
23022	100.0
23023	100.0
23024	100.0
23025	100.0
23026	100.0
23027	100.0
23028	100.0
23029	100.0
23030	100.0
23031	100.0
23032	100.0
23033	100.0
23034	100.0
23035	100.0
23036	100.0
23037	100.0
23038	100.0
23039	100.0
23040	100.0
23041	100.0
23042	100.0
23043	100.0
23044	100.0
23045	100.0
23046	100.0
23047	100.0
23048	100.0
23049	100.0
23050	100.0
23051	100.0
23052	100.0
23053	100.0
23054	100.0
23055	100.0
23056	100.0
23057	100.0
23058	100.0
23059	100.0
23060	100.0
23061	100.0
23062	100.0
23063	100.0
23064	100.0
23065	100.0
23066	100.0
23067	100.0
23068	100.0
23069	100.0
23070	100.0
23071	100.0
23072	100.0
23073	100.0
23074	100.0
23075	100.0
23076	100.0
23077	100.0
23078	100.0
23079	100.0
23080	100.0
23081	100.0
23082	100.0
23083	100.0
23084	100.0
23085	100.0
23086	100.0
23087	100.0
23088	100.0
23089	100.0
23090	100.0
23091	100.0
23092	100.0
23093	100.0
23094	100.0
23095	100.0
23096	100.0
23097	100.0
23098	100.0
23099	100.0
23100	100.0
23101	100.0
23102	100.0
23103	100.0
23104	100.0
23105	100.0
23106	100.0
23107	100.0
23108	100.0
23109	100.0
23110	100.0
23111	100.0
23112	100.0
23113	100.0
23114	100.0
23115	100.0
23116	100.0
23117	100.0
23118	100.0
23119	100.0
23120	100.0
23121	100.0
23122	100.0
23123	100.0
23124	100.0
23125	100.0
23126	100.0
23127	100.0
23128	100.0
23129	100.0
23130	100.0
23131	100.0
23132	100.0
23133	100.0
23134	100.0
23135	100.0
23136	100.0
23137	100.0
23138	100.0
23139	100.0
23140	100.0
23141	100.0
23142	100.0
23143	100.0
23144	100.0
23145	100.0
23146	100.0
23147	100.0
23148	100.0
23149	100.0
23150	100.0
23151	100.0
23152	100.0
23153	100.0
23154	100.0
23155	100.0
23156	100.0
23157	100.0
23158	100.0
23159	100.0
23160	100.0
23161	100.0
23162	100.0
23163	100.0
23164	100.0
23165	100.0
23166	100.0
23167	100.0
23168	100.0
23169	100.0
23170	100.0
23171	100.0
23172	100.0
23173	100.0
23174	100.0
23175	100.0
23176	100.0
23177	100.0
23178	100.0
23179	100.0
23180	100.0
23181	100.0
23182	100.0
23183	100.0
23184	100.0
23185	100.0
23186	100.0
23187	100.0
23188	100.0
23189	100.0
23190	100.0
23191	100.0
23192	100.0
23193	100.0
23194	100.0
23195	100.0
23196	100.0
23197	100.0
23198	100.0
23199	100.0
23200	100.0
23201	100.0
23202	100.0
23203	100.0
23204	100.0
23205	100.0
23206	100.0
23207	100.0
23208	100.0
23209	100.0
23210	100.0
23211	100.0
23212	100.0
23213	100.0
23214	100.0
23215	100.0
23216	100.0
23217	100.0
23218	100.0
23219	100.0
23220	100.0
23221	100.0
23222	100.0
23223	100.0
23224	100.0
23225	100.0
23226	100.0
23227	100.0
23228	100.0
23229	100.0
23230	100.0
23231	100.0
23232	100.0
23233	100.0
23234	100.0
23235	100.0
23236	100.0
23237	100.0
23238	100.0
23239	100.0
23240	100.0
23241	100.0
23242	100.0
23243	100.0
23244	100.0
23245	100.0
23246	100.0
23247	100.0
23248	100.0
23249	100.0
23250	100.0
23251	100.0
23252	100.0
23253	100.0
23254	100.0
23255	100.0
23256	100.0
23257	100.0
23258	100.0
23259	100.0
23260	100.0
23261	100.0
23262	100.0
23263	100.0
23264	100.0
23265	100.0
23266	100.0
23267	100.0
23268	100.0
23269	100.0
23270	100.0
23271	100.0
23272	100.0
23273	100.0
23274	100.0
23275	100.0
23276	100.0
23277	100.0
23278	100.0
23279	100.0
23280	100.0
23281	100.0
23282	100.0
23283	100.0
23284	100.0
23285	100.0
23286	100.0
23287	100.0
23288	100.0
23289	100.0
23290	100.0
23291	100.0
23292	100.0
23293	100.0
23294	100.0
23295	100.0
23296	100.0
23297	100.0
23298	100.0
23299	100.0
23300	100.0
23301	100.0
23302	100.0
23303	100.0
23304	100.0
23305	100.0
23306	100.0
23307	100.0
23308	100.0
23309	100.0
23310	100.0
23311	100.0
23312	100.0
23313	100.0
23314	100.0
23315	100.0
23316	100.0
23317	100.0
23318	100.0
23319	100.0
23320	100.0
23321	100.0
23322	100.0
23323	100.0
23324	100.0
23325	100.0
23326	100.0
23327	100.0
23328	100.0
23329	100.0
23330	100.0
23331	100.0
23332	100.0
23333	100.0
23334	100.0
23335	100.0
23336	100.0
23337	100.0
23338	100.0
23339	100.0
23340	100.0
23341	100.0
23342	100.0
23343	100.0
23344	100.0
23345	100.0
23346	100.0
23347	100.0
23348	100.0
23349	100.0
23350	100.0
23351	100.0
23352	100.0
23353	100.0
23354	100.0
23355	100.0
23356	100.0
23357	100.0
23358	100.0
23359	100.0
23360	100.0
23361	100.0
23362	100.0
23363	100.0
23364	100.0
23365	100.0
23366	100.0
23367	100.0
23368	100.0
23369	100.0
23370	100.0
23371	100.0
23372	100.0
23373	100.0
23374	100.0
23375	100.0
23376	100.0
23377	100.0
23378	100.0
23379	100.0
23380	100.0
23381	100.0
23382	100.0
23383	100.0
23384	100.0
23385	100.0
23386	100.0
23387	100.0
23388	100.0
23389	100.0
23390	100.0
23391	100.0
23392	100.0
23393	100.0
23394	100.0
23395	100.0
23396	100.0
23397	100.0
23398	100.0
23399	100.0
23400	100.0
23401	100.0
23402	100.0
23403	100.0
23404	100.0
23405	100.0
23406	100.0
23407	100.0
23408	100.0
23409	100.0
23410	100.0
23411	100.0
23412	100.0
23413	100.0
23414	100.0
23415	100.0
23416	100.0
23417	100.0
23418	100.0
23419	100.0
23420	100.0
23421	100.0
23422	100.0
23423	100.0
23424	100.0
23425	100.0
23426	100.0
23427	100.0
23428	100.0
23429	100.0
23430	100.0
23431	100.0
23432	100.0
23433	100.0
23434	100.0
23435	100.0
23436	100.0
23437	100.0
23438	100.0
23439	100.0
23440	100.0
23441	100.0
23442	100.0
23443	100.0
23444	100.0
23445	100.0
23446	100.0
23447	100.0
23448	100.0
23449	100.0
23450	100.0
23451	100.0
23452	100.0
23453	100.0
23454	100.0
23455	100.0
23456	100.0
23457	100.0
23458	100.0
23459	100.0
23460	100.0
23461	100.0
23462	100.0
23463	100.0
23464	100.0
23465	100.0
23466	100.0
23467	100.0
23468	100.0
23469	100.0
23470	100.0
23471	100.0
23472	100.0
23473	100.0
23474	100.0
23475	100.0
23476	100.0
23477	100.0
23478	100.0
23479	100.0
23480	100.0
23481	100.0
23482	100.0
23483	100.0
23484	100.0
23485	100.0
23486	100.0
23487	100.0
23488	100.0
23489	100.0
23490	100.0
23491	100.0
23492	100.0
23493	100.0
23494	100.0
23495	100.0
23496	100.0
23497	100.0
23498	100.0
23499	100.0
23500	100.0
23501	100.0
23502	100.0
23503	100.0
23504	100.0
23505	100.0
23506	100.0
23507	100.0
23508	100.0
23509	100.0
23510	100.0
23511	100.0
23512	100.0
23513	100.0
23514	100.0
23515	100.0
23516	100.0
23517	100.0
23518	100.0
23519	100.0
23520	100.0
23521	100.0
23522	100.0
23523	100.0
23524	100.0
23525	100.0
23526	100.0
23527	100.0
23528	100.0
23529	100.0
23530	100.0
23531	100.0
23532	100.0
23533	100.0
23534	100.0
23535	100.0
23536	100.0
23537	100.0
23538	100.0
23539	100.0
23540	100.0
23541	100.0
23542	100.0
23543	100.0
23544	100.0
23545	100.0
23546	100.0
23547	100.0
23548	100.0
23549	100.0
23550	100.0
23551	100.0
23552	100.0
23553	100.0
23554	100.0
23555	100.0
23556	100.0
23557	100.0
23558	100.0
23559	100.0
23560	100.0
23561	100.0
23562	100.0
23563	100.0
23564	100.0
23565	100.0
23566	100.0
23567	100.0
23568	100.0
23569	100.0
23570	100.0
23571	100.0
23572	100.0
23573	100.0
23574	100.0
23575	100.0
23576	100.0
23577	100.0
23578	100.0
23579	100.0
23580	100.0
23581	100.0
23582	100.0
23583	100.0
23584	100.0
23585	100.0
23586	100.0
23587	100.0
23588	100.0
23589	100.0
23590	100.0
23591	100.0
23592	100.0
23593	100.0
23594	100.0
23595	100.0
23596	100.0
23597	100.0
23598	100.0
23599	100.0
23600	100.0
23601	100.0
23602	100.0
23603	100.0
23604	100.0
23605	100.0
23606	100.0
23607	100.0
23608	100.0
23609	100.0
23610	100.0
23611	100.0
23612	100.0
23613	100.0
23614	100.0
23615	100.0
23616	100.0
23617	100.0
23618	100.0
23619	100.0
23620	100.0
23621	100.0
23622	100.0
23623	100.0
23624	100.0
23625	100.0
23626	100.0
23627	100.0
23628	100.0
23629	100.0
23630	100.0
23631	100.0
23632	100.0
23633	100.0
23634	100.0
23635	100.0
23636	100.0
23637	100.0
23638	100.0
23639	100.0
23640	100.0
23641	100.0
23642	100.0
23643	100.0
23644	100.0
23645	100.0
23646	100.0
23647	100.0
23648	100.0
23649	100.0
23650	100.0
23651	100.0
23652	100.0
23653	100.0
23654	100.0
23655	100.0
23656	100.0
23657	100.0
23658	100.0
23659	100.0
23660	100.0
23661	100.0
23662	100.0
23663	100.0
23664	100.0
23665	100.0
23666	100.0
23667	100.0
23668	100.0
23669	100.0
23670	100.0
23671	100.0
23672	100.0
23673	100.0
23674	100.0
23675	100.0
23676	100.0
23677	100.0
23678	100.0
23679	100.0
23680	100.0
23681	100.0
23682	100.0
23683	100.0
23684	100.0
23685	100.0
23686	100.0
23687	100.0
23688	100.0
23689	100.0
23690	100.0
23691	100.0
23692	100.0
23693	100.0
23694	100.0
23695	100.0
23696	100.0
23697	100.0
23698	100.0
23699	100.0
23700	100.0
23701	100.0
23702	100.0
23703	100.0
23704	100.0
23705	100.0
23706	100.0
23707	100.0
23708	100.0
23709	100.0
23710	100.0
23711	100.0
23712	100.0
23713	100.0
23714	100.0
23715	100.0
23716	100.0
23717	100.0
23718	100.0
23719	100.0
23720	100.0
23721	100.0
23722	100.0
23723	100.0
23724	100.0
23725	100.0
23726	100.0
23727	100.0
23728	100.0
23729	100.0
23730	100.0
23731	100.0
23732	100.0
23733	100.0
23734	100.0
23735	100.0
23736	100.0
23737	100.0
23738	100.0
23739	100.0
23740	100.0
23741	100.0
23742	100.0
23743	100.0
23744	100.0
23745	100.0
23746	100.0
23747	100.0
23748	100.0
23749	100.0
23750	100.0
23751	100.0
23752	100.0
23753	100.0
23754	100.0
23755	100.0
23756	100.0
23757	100.0
23758	100.0
23759	100.0
23760	100.0
23761	100.0
23762	100.0
23763	100.0
23764	100.0
23765	100.0
23766	100.0
23767	100.0
23768	100.0
23769	100.0
23770	100.0
23771	100.0
23772	100.0
23773	100.0
23774	100.0
23775	100.0
23776	100.0
23777	100.0
23778	100.0
23779	100.0
23780	100.0
23781	100.0
23782	100.0
23783	100.0
23784	100.0
23785	100.0
23786	100.0
23787	100.0
23788	100.0
23789	100.0
23790	100.0
23791	100.0
23792	100.0
23793	100.0
23794	100.0
23795	100.0
23796	100.0
23797	100.0
23798	100.0
23799	100.0
23800	100.0
23801	100.0
23802	100.0
23803	100.0
23804	100.0
23805	100.0
23806	100.0
23807	100.0
23808	100.0
23809	100.0
23810	100.0
23811	100.0
23812	100.0
23813	100.0
23814	100.0
23815	100.0
23816	100.0
23817	100.0
23818	100.0
23819	100.0
23820	100.0
23821	100.0
23822	100.0
23823	100.0
23824	100.0
23825	100.0
23826	100.0
23827	100.0
23828	100.0
23829	100.0
23830	100.0
23831	100.0
23832	100.0
23833	100.0
23834	100.0
23835	100.0
23836	100.0
23837	100.0
23838	100.0
23839	100.0
23840	100.0
23841	100.0
23842	100.0
23843	100.0
23844	100.0
23845	100.0
23846	100.0
23847	100.0
23848	100.0
23849	100.0
23850	100.0
23851	100.0
23852	100.0
23853	100.0
23854	100.0
23855	100.0
23856	100.0
23857	100.0
23858	100.0
23859	100.0
23860	100.0
23861	100.0
23862	100.0
23863	100.0
23864	100.0
23865	100.0
23866	100.0
23867	100.0
23868	100.0
23869	100.0
23870	100.0
23871	100.0
23872	100.0
23873	100.0
23874	100.0
23875	100.0
23876	100.0
23877	100.0
23878	100.0
23879	100.0
23880	100.0
23881	100.0
23882	100.0
23883	100.0
23884	100.0
23885	100.0
23886	100.0
23887	100.0
23888	100.0
23889	100.0
23890	100.0
23891	100.0
23892	100.0
23893	100.0
23894	100.0
23895	100.0
23896	100.0
23897	100.0
23898	100.0
23899	100.0
23900	100.0
23901	100.0
23902	100.0
23903	100.0
23904	100.0
23905	100.0
23906	100.0
23907	100.0
23908	100.0
23909	100.0
23910	100.0
23911	100.0
23912	100.0
23913	100.0
23914	100.0
23915	100.0
23916	100.0
23917	100.0
23918	100.0
23919	100.0
23920	100.0
23921	100.0
23922	100.0
23923	100.0
23924	100.0
23925	100.0
23926	100.0
23927	100.0
23928	100.0
23929	100.0
23930	100.0
23931	100.0
23932	100.0
23933	100.0
23934	100.0
23935	100.0
23936	100.0
23937	100.0
23938	100.0
23939	100.0
23940	100.0
23941	100.0
23942	100.0
23943	100.0
23944	100.0
23945	100.0
23946	100.0
23947	100.0
23948	100.0
23949	100.0
23950	100.0
23951	100.0
23952	100.0
23953	100.0
23954	100.0
23955	100.0
23956	100.0
23957	100.0
23958	100.0
23959	100.0
23960	100.0
23961	100.0
23962	100.0
23963	100.0
23964	100.0
23965	100.0
23966	100.0
23967	100.0
23968	100.0
23969	100.0
23970	100.0
23971	100.0
23972	100.0
23973	100.0
23974	100.0
23975	100.0
23976	100.0
23977	100.0
23978	100.0
23979	100.0
23980	100.0
23981	100.0
23982	100.0
23983	100.0
23984	100.0
23985	100.0
23986	100.0
23987	100.0
23988	100.0
23989	100.0
23990	100.0
23991	100.0
23992	100.0
23993	100.0
23994	100.0
23995	100.0
23996	100.0
23997	100.0
23998	100.0
23999	100.0
24000	100.0
24001	100.0
24002	100.0
24003	100.0
24004	100.0
24005	100.0
24006	100.0
24007	100.0
24008	100.0
24009	100.0
24010	100.0
24011	100.0
24012	100.0
24013	100.0
24014	100.0
24015	100.0
24016	100.0
24017	100.0
24018	100.0
24019	100.0
24020	100.0
24021	100.0
24022	100.0
24023	100.0
24024	100.0
24025	100.0
24026	100.0
24027	100.0
24028	100.0
24029	100.0
24030	100.0
24031	100.0
24032	100.0
24033	100.0
24034	100.0
24035	100.0
24036	100.0
24037	100.0
24038	100.0
24039	100.0
24040	100.0
24041	100.0
24042	100.0
24043	100.0
24044	100.0
24045	100.0
24046	100.0
24047	100.0
24048	100.0
24049	100.0
24050	100.0
24051	100.0
24052	100.0
24053	100.0
24054	100.0
24055	100.0
24056	100.0
24057	100.0
24058	100.0
24059	100.0
24060	100.0
24061	100.0
24062	100.0
24063	100.0
24064	100.0
24065	100.0
24066	100.0
24067	100.0
24068	100.0
24069	100.0
24070	100.0
24071	100.0
24072	100.0
24073	100.0
24074	100.0
24075	100.0
24076	100.0
24077	100.0
24078	100.0
24079	100.0
24080	100.0
24081	100.0
24082	100.0
24083	100.0
24084	100.0
24085	100.0
24086	100.0
24087	100.0
24088	100.0
24089	100.0
24090	100.0
24091	100.0
24092	100.0
24093	100.0
24094	100.0
24095	100.0
24096	100.0
24097	100.0
24098	100.0
24099	100.0
24100	100.0
24101	100.0
24102	100.0
24103	100.0
24104	100.0
24105	100.0
24106	100.0
24107	100.0
24108	100.0
24109	100.0
24110	100.0
24111	100.0
24112	100.0
24113	100.0
24114	100.0
24115	100.0
24116	100.0
24117	100.0
24118	100.0
24119	100.0
24120	100.0
24121	100.0
24122	100.0
24123	100.0
24124	100.0
24125	100.0
24126	100.0
24127	100.0
24128	100.0
24129	100.0
24130	100.0
24131	100.0
24132	100.0
24133	100.0
24134	100.0
24135	100.0
24136	100.0
24137	100.0
24138	100.0
24139	100.0
24140	100.0
24141	100.0
24142	100.0
24143	100.0
24144	100.0
24145	100.0
24146	100.0
24147	100.0
24148	100.0
24149	100.0
24150	100.0
24151	100.0
24152	100.0
24153	100.0
24154	100.0
24155	100.0
24156	100.0
24157	100.0
24158	100.0
24159	100.0
24160	100.0
24161	100.0
24162	100.0
24163	100.0
24164	100.0
24165	100.0
24166	100.0
24167	100.0
24168	100.0
24169	100.0
24170	100.0
24171	100.0
24172	100.0
24173	100.0
24174	100.0
24175	100.0
24176	100.0
24177	100.0
24178	100.0
24179	100.0
24180	100.0
24181	100.0
24182	100.0
24183	100.0
24184	100.0
24185	100.0
24186	100.0
24187	100.0
24188	100.0
24189	100.0
24190	100.0
24191	100.0
24192	100.0
24193	100.0
24194	100.0
24195	100.0
24196	100.0
24197	100.0
24198	100.0
24199	100.0
24200	100.0
24201	100.0
24202	100.0
24203	100.0
24204	100.0
24205	100.0
24206	100.0
24207	100.0
24208	100.0
24209	100.0
24210	100.0
24211	100.0
24212	100.0
24213	100.0
24214	100.0
24215	100.0
24216	100.0
24217	100.0
24218	100.0
24219	100.0
24220	100.0
24221	100.0
24222	100.0
24223	100.0
24224	100.0
24225	100.0
24226	100.0
24227	100.0
24228	100.0
24229	100.0
24230	100.0
24231	100.0
24232	100.0
24233	100.0
24234	100.0
24235	100.0
24236	100.0
24237	100.0
24238	100.0
24239	100.0
24240	100.0
24241	100.0
24242	100.0
24243	100.0
24244	100.0
24245	100.0
24246	100.0
24247	100.0
24248	100.0
24249	100.0
24250	100.0
24251	100.0
24252	100.0
24253	100.0
24254	100.0
24255	100.0
24256	100.0
24257	100.0
24258	100.0
24259	100.0
24260	100.0
24261	100.0
24262	100.0
24263	100.0
24264	100.0
24265	100.0
24266	100.0
24267	100.0
24268	100.0
24269	100.0
24270	100.0
24271	100.0
24272	100.0
24273	100.0
24274	100.0
24275	100.0
24276	100.0
24277	100.0
24278	100.0
